Item Number,Item Title,Item Description,Item Quantity,Unit of Measure,Consignee ID,Delivery Period (In number of days)
19,PVC casing capping of size 1 inch  Medium Grade  snow white,As per Technical Specification and Store list,30,RM,work-123@nic.in,60
20,PVC casing capping of size 3 oblique 4 inch  Medium Grade snow white,As per Technical Specification and Store list,42,RM,work-123@nic.in,60
21,Switch Piano 5 Amp 230 Volts Flush type one way  snow white,As per Technical Specification and Store list,12,Nos,work-123@nic.in,60
22,LED Tube light fittings 20W rechargeble 230V box type 4 feets,As per Technical Specification and Store list,8,Nos,work-123@nic.in,60
23,Steel screw full thread with rawl plug 1  1 oblique 2 inch size 100 Nos per Pkt,As per Technical Specification and Store list,4,Pkt,work-123@nic.in,60
24,PVC switch board snow whit  size 7 inch x 4 inch  for sockets and switches,As per Technical Specification and Store list,5,Nos,work-123@nic.in,60
25,PVC switch board snow white size 8 inch  x 10 inch  for main switches DB,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
26,PVC L bend and T junction joint for PVC casing and capping,As per Technical Specification and Store list,20,Nos,work-123@nic.in,60
27,Switch socket combination snow white  multipurpose 2 in 1 comma 15 Amp 230 Volts,As per Technical Specification and Store list,3,Nos,work-123@nic.in,60
28,Switch socket combination snow white 5 Amp 230 Volts,As per Technical Specification and Store list,4,Nos,work-123@nic.in,60
29,Service bracket 40mm dia GI Tubing medium grade 1 point 5 Mtr Long,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
30,Service cable PVC insulated aluminium conductor Heavy duty 10 Sqmm 2 core,As per Technical Specification and Store list,30,RM,work-123@nic.in,60
31,Ceiling Rose three terminal snow white   ,As per Technical Specification and Store list,12,Nos,work-123@nic.in,60
32,LED Bulk head fitting with LED lamp 10 watts rechargeable,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
33,PVC Flexible wire copper conductor multi stranded 0 point 0016 oblique 76,As per Technical Specification and Store list,5,RM,work-123@nic.in,60
34,PVC Flexible Conduit pipe 15 mm dia,As per Technical Specification and Store list,4,RM,work-123@nic.in,60
35,PVC Round oblique Square Block,As per Technical Specification and Store list,12,Nos,work-123@nic.in,60
36,Fire extinguisher of one kilogram capacity comma dry power type along with its accessories,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
37,Earthing plate 600 x 600 x 6 mm Galvanised steel suitable for GI strip fittings,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
38,CI earth pit cover of size 300 x 300 x 6 mm with Angle iron of size  20x20mm comma 3 mm thick with MS frame,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
39,Funnel fitted with 20 mm diameter GI Pipe 1 point 5 m Long Pipe,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
40,GI wire 4 mm diameter For earthing,As per Technical Specification and Store list,15,RM,work-123@nic.in,60
41,Charcoal,As per Technical Specification and Store list,75,Kgs,work-123@nic.in,60
42,Salt normal,As per Technical Specification and Store list,75,Kgs,work-123@nic.in,60
43,Cement OPC 43 Grade packed in HDPE bag each 50 Kg wt,As per Technical Specification and Store list,1,Bags,work-123@nic.in,60
44,Coarse Sand free from vegetation,As per Technical Specification and Store list,7,Cft,work-123@nic.in,60
45,Coarse aggregate 20mm graded,As per Technical Specification and Store list,7,Cft,work-123@nic.in,60
46,Coarse aggregate 40mm graded,As per Technical Specification and Store list,7,Cft,work-123@nic.in,60
47,Air termination single pointed aluminium rod 12 mm dia and 300 mm long,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
48,Testing point terminal block make of gun metal and phosphorus bronze size 75 x 75 x 25 mm drilled and screwed,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
49,Aluminium strips 25 x 3 point 00 mm   ,As per Technical Specification and Store list,15,RM,work-123@nic.in,60
50,Galvanised Iron strip 32 x 6 mm ,As per Technical Specification and Store list,15,RM,work-123@nic.in,60
51,Funnel fitted with 20 mm diameter GI Pipe 1 point 5 m Long  Pipe,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
52,Earthing plate 600 x 600 x 6 mm Galvanised steel suitable for GI strip fittings,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
53,CI earth pit cover of size 300 x 300 x 6 mm with Angle iron of size  20x20mm coma 3 mm thick with MS frame,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
54,Insulating PVC block 75x75x30 mm with insulating clamp nut and bolt,As per Technical Specification and Store list,20,Nos,work-123@nic.in,60
55,Study chair of size length 56 Cm comma Height 82 Cm and Width 56 Cm,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
56,Study Table of size 4 feet X 2 feet comma Wooden top on round tube structure with three drawers on one side,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
57,Steel almirah  of size 1855mm with 4 shelves  MS sheet doors and and locker 1 point 00mm thick,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
58,Mild Steel rack adjustable comma sheet 1 point 00mm thick comma nuts and bolts are in hexagon blck steel,As per Technical Specification and Store list,2,Nos,work-123@nic.in,60
59,Hand Held Trolley of size 1200 x 900 x 1200 mm of 2 mm thick MS platform,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
60,Kassi with handle,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
61,Black Steel SR Shovel Spade Belcha,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
62,Plaster trowel with wooden handle,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
63,Showel Square Nose 14 Gauge  blade size 310 x 245 mm,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
64,Plumb Bob Iron,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
65,Crow Bar 1 point 5 inch dia 4 feet long,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
66,Hammer 1 Kg with Wooden Handle Durmut,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
67,Hammer 0 point 5 Kg with Wooden Handle Durmut,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
68,Brick Line 30 Mtr Nylon Dhaga,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
69,Traveler Brick Mason 4 inch 305mm,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
70,Sprit Level,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
71,Measuring tape 30 Mtr Steel,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
72,Water bucket steel 13 inch dia,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
73,Picks Axes with Chisel and Point Ends Kudali 14 CP nominal weight 3 point 0 Kg,As per Technical Specification and Store list,1,Nos ,work-123@nic.in,60
74,Lime brush Best quality,As per Technical Specification and Store list,1,Nos ,work-123@nic.in,60
75,Painting Brush 100mm,As per Technical Specification and Store list,1,Nos ,work-123@nic.in,60
76,Hacksaw frame large with blade 05 Nos,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
77,Galvanised Iron Pan Mortar Tasla comma 18 Gauge  20 inch dia,As per Technical Specification and Store list,3,Nos,work-123@nic.in,60
78,Wooden Waterproof Plywood Thickness 12mm,As per Technical Specification and Store list,3,Sqm,work-123@nic.in,60
79,Nails various sizes,As per Technical Specification and Store list,1,Kg,work-123@nic.in,60
80,Rammer Earth with Handle Minimum weight 5 Kg without handle,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
81,Tester for Electrician with plastic handle 150mm,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
82,Electric Drill Machine heavy duty 500 Watt electrical backup with battery and charger,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
83,Drill bits HSS 5mm comma 8mm and 10mm dia for electric drill machine,As per Technical Specification and Store list,1,Set,work-123@nic.in,60
84,Electric tile cutting machine with interchangable blades 05 Nos,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
85,Electrical Sheet cutter machine with blade,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
86,PUF Rivet Machine,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
87,Centre punch 8mm dia best quality ,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
88,Plumbing Tool Kit,As per Technical Specification and Store list,1,Nos,work-123@nic.in,60
89,Water Level pipe 30 mtr long,As per Technical Specification and Store list,1,Nos ,work-123@nic.in,60
